bhk,type,area,region,status,age,final_price_lakhs
1,0,6.480044561926653,206,0,1,20.0
4,0,7.313886831633462,205,0,1,560.0
1,0,6.478509642208569,206,0,1,20.0
1,0,6.255750041753367,30,0,1,25.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.118097198041348,106,0,1,85.0
1,0,6.478509642208569,48,0,1,100.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.478509642208569,206,0,1,20.0
2,0,6.825460036255307,224,0,1,110.0
1,0,6.478509642208569,206,0,1,20.0
1,0,6.3473892096560105,106,0,1,55.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.621405651764134,198,0,1,45.0
2,0,6.2166061010848646,102,0,1,10.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.519147287940395,47,0,1,30.0
1,0,6.478509642208569,47,1,1,35.0
1,0,6.480044561926653,206,0,1,20.0
3,0,6.923628628138427,25,1,0,245.00000000000003
3,0,7.018401799069201,25,1,0,285.0
3,0,7.018401799069201,25,1,0,285.0
3,0,6.963189985870238,25,1,0,245.00000000000003
3,0,6.963189985870238,25,1,0,245.00000000000003
3,0,6.923628628138427,25,1,0,245.00000000000003
3,0,6.923628628138427,25,1,0,245.00000000000003
3,0,7.018401799069201,25,1,0,285.0
3,0,6.963189985870238,25,1,0,245.00000000000003
3,0,6.923628628138427,25,1,0,245.00000000000003
1,0,6.480044561926653,206,0,1,20.0
3,0,6.981934677156389,195,1,0,319.0
3,0,6.981934677156389,195,1,0,319.0
